combined/run1/order0-0//bench-strnlen0.out
combined/run1/order0-0//bench-strnlen1.out
combined/run1/order0-0//bench-strnlen2.out
combined/run1/order0-0//bench-strnlen3.out
combined/run1/order0-0//bench-strnlen4.out
combined/run1/order0-0//bench-strnlen5.out
combined/run1/order0-0//bench-strnlen6.out
combined/run1/order0-0//bench-strnlen7.out
combined/run1/order0-0//bench-strnlen8.out
combined/run1/order0-0//bench-strnlen9.out

Results For: strnlen
len ,align ,max_char ,maxlen ,__strnlen_evex ,__strnlen_evex_sunil 
2016,1     ,127      ,2048   ,36.318         ,36.519               ,0.995 
2016,64    ,127      ,2048   ,36.919         ,37.623               ,0.981 
2048,0     ,127      ,2016   ,32.948         ,35.164               ,0.937 
2048,1     ,127      ,2016   ,32.689         ,35.278               ,0.927 
2048,64    ,127      ,2016   ,38.63          ,37.55                ,1.029 
2112,0     ,127      ,2048   ,32.783         ,35.125               ,0.933 
2112,1     ,127      ,2048   ,38.129         ,36.979               ,1.031 
2112,64    ,127      ,2048   ,34.734         ,37.353               ,0.93  
2048,0     ,127      ,2112   ,36.337         ,36.027               ,1.009 
2048,1     ,127      ,2112   ,36.376         ,36.073               ,1.008 
2048,64    ,127      ,2112   ,38.165         ,37.962               ,1.005 
1984,0     ,127      ,2048   ,36.357         ,35.532               ,1.023 
1984,1     ,127      ,2048   ,36.248         ,35.365               ,1.025 
1984,64    ,127      ,2048   ,36.299         ,36.207               ,1.003 
2048,0     ,127      ,1984   ,32.578         ,35.134               ,0.927 
2048,1     ,127      ,1984   ,32.506         ,35.068               ,0.927 
2048,64    ,127      ,1984   ,32.598         ,35.215               ,0.926 
2144,0     ,127      ,2048   ,32.467         ,35.064               ,0.926 
2144,1     ,127      ,2048   ,37.942         ,37.887               ,1.001 
2144,64    ,127      ,2048   ,34.266         ,36.6                 ,0.936 
2048,0     ,127      ,2144   ,36.237         ,35.95                ,1.008 
2048,1     ,127      ,2144   ,36.489         ,36.1                 ,1.011 
2048,64    ,127      ,2144   ,38.044         ,36.935               ,1.03  
1952,0     ,127      ,2048   ,35.248         ,36.401               ,0.968 
1952,1     ,127      ,2048   ,35.076         ,35.908               ,0.977 
1952,64    ,127      ,2048   ,36.199         ,36.345               ,0.996 
2048,0     ,127      ,1952   ,32.678         ,34.955               ,0.935 
2048,1     ,127      ,1952   ,32.421         ,35.466               ,0.914 
2048,64    ,127      ,1952   ,32.58          ,36.834               ,0.885 
2176,0     ,127      ,2048   ,32.509         ,36.013               ,0.903 
2176,1     ,127      ,2048   ,34.132         ,38.358               ,0.89  
2176,64    ,127      ,2048   ,34.469         ,38.401               ,0.898 
2048,0     ,127      ,2176   ,36.392         ,37.003               ,0.983 
2048,1     ,127      ,2176   ,36.321         ,36.931               ,0.983 
2048,64    ,127      ,2176   ,38.281         ,38.102               ,1.005 
1920,0     ,127      ,2048   ,34.817         ,35.499               ,0.981 
1920,1     ,127      ,2048   ,34.727         ,35.372               ,0.982 
1920,64    ,127      ,2048   ,36.471         ,36.313               ,1.004 
2048,0     ,127      ,1920   ,30.781         ,34.363               ,0.896 
2048,1     ,127      ,1920   ,32.618         ,35.595               ,0.916 
2048,64    ,127      ,1920   ,32.498         ,35.961               ,0.904 
2208,0     ,127      ,2048   ,32.523         ,35.849               ,0.907 
2208,1     ,127      ,2048   ,34.158         ,38.152               ,0.895 
2208,64    ,127      ,2048   ,34.152         ,40.216               ,0.849 
2048,0     ,127      ,2208   ,36.418         ,37.262               ,0.977 
2048,1     ,127      ,2208   ,36.412         ,36.95                ,0.985 
2048,64    ,127      ,2208   ,37.983         ,37.832               ,1.004 
1888,0     ,127      ,2048   ,34.491         ,34.97                ,0.986 
1888,1     ,127      ,2048   ,34.516         ,34.67                ,0.996 
1888,64    ,127      ,2048   ,35.051         ,35.87                ,0.977 
2048,0     ,127      ,1888   ,31.123         ,33.335               ,0.934 
2048,1     ,127      ,1888   ,30.787         ,33.557               ,0.917 
2048,64    ,127      ,1888   ,32.646         ,35.065               ,0.931 
2240,0     ,127      ,2048   ,32.445         ,34.851               ,0.931 
2240,1     ,127      ,2048   ,34.241         ,37.08                ,0.923 
2240,64    ,127      ,2048   ,34.191         ,36.921               ,0.926 
2048,0     ,127      ,2240   ,36.788         ,37.192               ,0.989 
2048,1     ,127      ,2240   ,36.435         ,36.04                ,1.011 
2048,64    ,127      ,2240   ,38.091         ,36.989               ,1.03  
1856,0     ,127      ,2048   ,34.721         ,34.274               ,1.013 
1856,1     ,127      ,2048   ,34.67          ,34.388               ,1.008 
1856,64    ,127      ,2048   ,34.698         ,34.986               ,0.992 
2048,0     ,127      ,1856   ,31.212         ,33.409               ,0.934 
2048,1     ,127      ,1856   ,30.748         ,33.567               ,0.916 
2048,64    ,127      ,1856   ,30.726         ,33.463               ,0.918 
2272,0     ,127      ,2048   ,32.479         ,35.319               ,0.92  
2272,1     ,127      ,2048   ,34.21          ,37.064               ,0.923 
2272,64    ,127      ,2048   ,34.172         ,37.047               ,0.922 
2048,0     ,127      ,2272   ,36.403         ,36.295               ,1.003 
2048,1     ,127      ,2272   ,36.188         ,36.152               ,1.001 
2048,64    ,127      ,2272   ,37.875         ,37.056               ,1.022 
1824,0     ,127      ,2048   ,33.501         ,34.6                 ,0.968 
1824,1     ,127      ,2048   ,33.497         ,34.584               ,0.969 
1824,64    ,127      ,2048   ,34.577         ,34.977               ,0.989 
2048,0     ,127      ,1824   ,30.705         ,33.205               ,0.925 
2048,1     ,127      ,1824   ,30.671         ,33.556               ,0.914 
2048,64    ,127      ,1824   ,30.673         ,33.475               ,0.916 
2304,0     ,127      ,2048   ,32.387         ,34.995               ,0.925 
2304,1     ,127      ,2048   ,34.057         ,36.868               ,0.924 
2304,64    ,127      ,2048   ,34.04          ,37.029               ,0.919 
2048,0     ,127      ,2304   ,36.009         ,36.253               ,0.993 
2048,1     ,127      ,2304   ,36.255         ,36.089               ,1.005 
2048,64    ,127      ,2304   ,38.074         ,37.078               ,1.027 
1792,0     ,127      ,2048   ,33.032         ,33.333               ,0.991 
1792,1     ,127      ,2048   ,32.938         ,33.824               ,0.974 
1792,64    ,127      ,2048   ,34.5           ,34.289               ,1.006 
2048,0     ,127      ,1792   ,29.065         ,32.828               ,0.885 
2048,1     ,127      ,1792   ,31.132         ,34.645               ,0.899 
2048,64    ,127      ,1792   ,30.882         ,34.431               ,0.897 
2336,0     ,127      ,2048   ,32.567         ,36.296               ,0.897 
2336,1     ,127      ,2048   ,34.102         ,38.985               ,0.875 
2336,64    ,127      ,2048   ,34.23          ,39.016               ,0.877 
2048,0     ,127      ,2336   ,36.335         ,37.425               ,0.971 
2048,1     ,127      ,2336   ,36.439         ,37.587               ,0.969 
2048,64    ,127      ,2336   ,38.082         ,38.294               ,0.994 
1760,0     ,127      ,2048   ,32.891         ,34.009               ,0.967 
1760,1     ,127      ,2048   ,32.899         ,33.908               ,0.97  
1760,64    ,127      ,2048   ,33.361         ,35.402               ,0.942 
2048,0     ,127      ,1760   ,29.061         ,32.329               ,0.899 
2048,1     ,127      ,1760   ,29.062         ,32.378               ,0.898 
2048,64    ,127      ,1760   ,31.034         ,33.465               ,0.927 
2368,0     ,127      ,2048   ,32.412         ,34.951               ,0.927 
2368,1     ,127      ,2048   ,34.089         ,36.874               ,0.924 
2368,64    ,127      ,2048   ,34.12          ,36.794               ,0.927 
2048,0     ,127      ,2368   ,36.03          ,36.24                ,0.994 
2048,1     ,127      ,2368   ,36.23          ,36.075               ,1.004 
2048,64    ,127      ,2368   ,37.971         ,36.948               ,1.028 
1728,0     ,127      ,2048   ,32.942         ,32.647               ,1.009 
1728,1     ,127      ,2048   ,32.991         ,32.795               ,1.006 
1728,64    ,127      ,2048   ,33.01          ,33.934               ,0.973 
2048,0     ,127      ,1728   ,29.169         ,32.293               ,0.903 
2048,1     ,127      ,1728   ,29.109         ,31.714               ,0.918 
2048,64    ,127      ,1728   ,29.067         ,31.988               ,0.909 
2400,0     ,127      ,2048   ,32.481         ,34.994               ,0.928 
2400,1     ,127      ,2048   ,34.084         ,37.031               ,0.92  
2400,64    ,127      ,2048   ,34.171         ,37.137               ,0.92  
2048,0     ,127      ,2400   ,36.347         ,36.48                ,0.996 
2048,1     ,127      ,2400   ,36.405         ,36.483               ,0.998 
2048,64    ,127      ,2400   ,38.062         ,37.161               ,1.024 
1696,0     ,127      ,2048   ,31.699         ,32.834               ,0.965 
1696,1     ,127      ,2048   ,31.773         ,32.927               ,0.965 
1696,64    ,127      ,2048   ,32.946         ,33.378               ,0.987 
2048,0     ,127      ,1696   ,28.981         ,31.857               ,0.91  
2048,1     ,127      ,1696   ,28.988         ,31.525               ,0.92  
2048,64    ,127      ,1696   ,29.092         ,31.618               ,0.92  
2432,0     ,127      ,2048   ,32.47          ,34.948               ,0.929 
2432,1     ,127      ,2048   ,34.167         ,36.727               ,0.93  
2432,64    ,127      ,2048   ,34.079         ,37.161               ,0.917 
2048,0     ,127      ,2432   ,36.261         ,36.362               ,0.997 
2048,1     ,127      ,2432   ,36.202         ,36.289               ,0.998 
2048,64    ,127      ,2432   ,37.804         ,37.031               ,1.021 
1664,0     ,127      ,2048   ,31.444         ,31.82                ,0.988 
1664,1     ,127      ,2048   ,31.462         ,31.76                ,0.991 
1664,64    ,127      ,2048   ,32.767         ,32.9                 ,0.996 
2048,0     ,127      ,1664   ,27.412         ,29.506               ,0.929 
2048,1     ,127      ,1664   ,28.972         ,31.871               ,0.909 
2048,64    ,127      ,1664   ,28.965         ,31.563               ,0.918 
2464,0     ,127      ,2048   ,32.351         ,35.128               ,0.921 
2464,1     ,127      ,2048   ,34.086         ,37.013               ,0.921 
2464,64    ,127      ,2048   ,34.35          ,37.05                ,0.927 
2048,0     ,127      ,2464   ,36.291         ,36.405               ,0.997 
2048,1     ,127      ,2464   ,36.281         ,36.49                ,0.994 
2048,64    ,127      ,2464   ,38.056         ,37.156               ,1.024 
1632,0     ,127      ,2048   ,31.217         ,32.009               ,0.975 
1632,1     ,127      ,2048   ,31.211         ,32.007               ,0.975 
1632,64    ,127      ,2048   ,31.717         ,32.837               ,0.966 
2048,0     ,127      ,1632   ,27.489         ,29.927               ,0.919 
2048,1     ,127      ,1632   ,27.502         ,29.733               ,0.925 
2048,64    ,127      ,1632   ,28.947         ,31.56                ,0.917 
2496,0     ,127      ,2048   ,32.366         ,35.7                 ,0.907 
2496,1     ,127      ,2048   ,34.19          ,36.828               ,0.928 
2496,64    ,127      ,2048   ,34.083         ,36.833               ,0.925 
2048,0     ,127      ,2496   ,36.519         ,36.335               ,1.005 
2048,1     ,127      ,2496   ,36.351         ,37.843               ,0.961 
2048,64    ,127      ,2496   ,37.959         ,38.129               ,0.996 
1600,0     ,127      ,2048   ,31.124         ,31.834               ,0.978 
1600,1     ,127      ,2048   ,31.12          ,31.218               ,0.997 
1600,64    ,127      ,2048   ,31.769         ,31.932               ,0.995 
2048,0     ,127      ,1600   ,27.406         ,29.793               ,0.92  
2048,1     ,127      ,1600   ,27.754         ,29.922               ,0.928 
2048,64    ,127      ,1600   ,27.434         ,29.803               ,0.921 
2528,0     ,127      ,2048   ,32.379         ,34.748               ,0.932 
2528,1     ,127      ,2048   ,34.069         ,36.887               ,0.924 
2528,64    ,127      ,2048   ,34.025         ,36.632               ,0.929 
2048,0     ,127      ,2528   ,36.167         ,36.091               ,1.002 
2048,1     ,127      ,2528   ,36.219         ,36.205               ,1.0   
2048,64    ,127      ,2528   ,37.957         ,37.251               ,1.019 
1568,0     ,127      ,2048   ,30.037         ,32.424               ,0.926 
1568,1     ,127      ,2048   ,30.036         ,32.012               ,0.938 
1568,64    ,127      ,2048   ,31.258         ,32.605               ,0.959 
2048,0     ,127      ,1568   ,27.47          ,30.822               ,0.891 
2048,1     ,127      ,1568   ,27.511         ,30.72                ,0.896 
2048,64    ,127      ,1568   ,27.481         ,30.949               ,0.888 
2560,0     ,127      ,2048   ,32.4           ,36.398               ,0.89  
2560,1     ,127      ,2048   ,34.176         ,38.981               ,0.877 
2560,64    ,127      ,2048   ,34.021         ,38.877               ,0.875 
2048,0     ,127      ,2560   ,36.099         ,37.93                ,0.952 
2048,1     ,127      ,2560   ,36.211         ,37.341               ,0.97  
2048,64    ,127      ,2560   ,37.941         ,37.175               ,1.021 
1536,0     ,127      ,2048   ,30.016         ,29.951               ,1.002 
1536,1     ,127      ,2048   ,29.834         ,30.068               ,0.992 
1536,64    ,127      ,2048   ,31.221         ,31.41                ,0.994 
2048,0     ,127      ,1536   ,25.887         ,27.65                ,0.936 
2048,1     ,127      ,1536   ,27.473         ,29.788               ,0.922 
2048,64    ,127      ,1536   ,27.5           ,29.842               ,0.922 
